"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021","LOOKED2022","LOOKED2023","LOOKED2024"
"UCSC","FISH","FISH","EWAL","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Ernogrammus","walkeri","Ernogrammus walkeri","WoRMS","240737/274779","Masked Prickleback",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GBY","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas/carnatus young of year","Sebastes chrysomelas/carnatus","WoRMS","240737/274779","Gopher and Black And Yellow Rockfish Young of Year","Consists of Gopher/Black and Yellow/Copper YOYs that are old enough to be distinguished from Kelp rockfish (subset of KGB YOYs).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GBY","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas/carnatus young of year","Sebastes chrysomelas/carnatus","WoRMS","280833","Gopher and Black And Yellow Rockfish Young of Year","Consists of Gopher/Black and Yellow/Copper YOYs that are old enough to be distinguished from Kelp rockfish (subset of KGB YOYs).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GELE","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","elegans","Gibbonsia elegans","WoRMS","105820","Spotted Kelpfish","Cryptic, not sampled effectiively. This species was counted on quadrats at southern California sites",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","GGAL","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","galeus","Galeorhinus galeus","WoRMS","105820","Tope Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GGAL","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","galeus","Galeorhinus galeus","WoRMS","269206","Tope Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GIBB","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","spp","Gibbonsia","WoRMS","269206","Kelpfish","Cryptic, not sampled effectiively. This species was counted on quadrats at southern California sites",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","GIBB","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","spp","Gibbonsia","WoRMS","275671","Kelpfish","Cryptic, not sampled effectiively. This species was counted on quadrats at southern California sites",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","GMAE","Animalia","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Gobiesox","maeandricus","Gobiesox maeandricus","WoRMS","271856","Northern Clingfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GMOR","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","mordax","Gymnothorax mordax","WoRMS","271856","California Moray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GMOR","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","mordax","Gymnothorax mordax","WoRMS","280865","California Moray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GNIG","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Girella","nigricans","Girella nigricans","WoRMS","280865","Opaleye",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GNIG","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Girella","nigricans","Girella nigricans","WoRMS","125537","Opaleye",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GOBI","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gobiidae","spp","Gobiidae","WoRMS","125537","Gobies","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","GOBI","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gobiidae","spp","Gobiidae","WoRMS","281097","Gobies","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","HANA","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","anale","Hyperprosopon anale","WoRMS","281097","Spotfin Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HANA","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","anale","Hyperprosopon anale","WoRMS","281098","Spotfin Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HARG","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","argenteum","Hyperprosopon argenteum","WoRMS","281098","Walleye Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HARG","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","argenteum","Hyperprosopon argenteum","WoRMS","1019728","Walleye Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HCAR","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","caryi","Hypsurus caryi","WoRMS","1577329","Rainbow Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HCAR","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","caryi","Hypsurus caryi","WoRMS","240717","Rainbow Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HDEC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","decagrammus","Hexagrammos decagrammus","WoRMS","240717","Kelp Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HDEC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","decagrammus","Hexagrammos decagrammus","WoRMS","240732","Kelp Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HELL","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Hyperprosopon ellipticum","WoRMS","240732","Silver Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HELL","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Hyperprosopon ellipticum","WoRMS","281099","Silver Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HEXA","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","spp","Hexagrammos","WoRMS","281099","Unidentified Hexagrammos","used first in NCCSR 2010 for juveniles too small to distinguish between HDEC and HLAG.",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HFRA","Animalia","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","francisci","Heterodontus francisci","WoRMS","240731","Horn Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HFRA","Animalia","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","francisci","Heterodontus francisci","WoRMS","276694","Horn Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HFRAEGG","Animalia","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","francisci EGG","Heterodontus francisci","WoRMS","276694","Horn Shark egg case","UCSB added in 2022",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes"
"UCSB","FISH","FISH","HGRI","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","griseus","Hexanchus griseus","WoRMS","276694","Sixgill shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HHEM","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","hemilepidotus","Hemilepidotus hemilepidotus","WoRMS","105833","Red Irish Lord",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HLAG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","lagocephalus","Hexagrammos lagocephalus","WoRMS","254521","Rock Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HLAG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","lagocephalus","Hexagrammos lagocephalus","WoRMS","240735","Rock Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HROS","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Heterostichus","rostratus","Heterostichus rostratus","WoRMS","240735","Giant Kelpfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HROS","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Heterostichus","rostratus","Heterostichus rostratus","WoRMS","281075","Giant Kelpfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HRUB","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","rubicundus","Hypsypops rubicundus","WoRMS","281075","Garibaldi",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HRUB","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","rubicundus","Hypsypops rubicundus","WoRMS","281130","Garibaldi",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HSEM","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","semicinctus","Halichoeres semicinctus","WoRMS","281130","Rock Wrasse",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HSEM","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","semicinctus","Halichoeres semicinctus","WoRMS","275798","Rock Wrasse",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HSTE","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","stelleri","Hexagrammos stelleri","WoRMS","275798","Whitespotted Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","JZON","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Jordania","zonope","Jordania zonope","WoRMS","254545","Longfin Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","JZON","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Jordania","zonope","Jordania zonope","WoRMS","398459","Longfin Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","KAZU","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Kyphosus","azureus","Kyphosus azureus","WoRMS","398459","Zebra-Perch Sea Chub",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","KGB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens,carnatus,chrysomelas,caurinus","Sebastes atrovirens/carnatus/chrysomelas/caurinus","WoRMS","274772/274779/240737/274780","Kelp, Gopher, Black And Yellow, and Copper Rockfish Young of Year","This species group includes Sebastes atrovirens, S. carnatus, S. chrysomelas, S. caurinus (Kelp/Gopher/Black and Yellow/Copper).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","KGB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens,carnatus,chrysomelas,caurinus","Sebastes atrovirens/carnatus/chrysomelas/caurinus","WoRMS","274772/274779/240737/274780","Kelp, Gopher, Black And Yellow, and Copper Rockfish Young of Year","This species group includes Sebastes atrovirens, S. carnatus, S. chrysomelas, S. caurinus (Kelp/Gopher/Black and Yellow/Copper).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","KSEI","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Kasatkia","seigeli","Kasatkia seigeli","WoRMS","281215","Six-Spot Prickleback","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","KSEI","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Kasatkia","seigeli","Kasatkia seigeli","WoRMS","281215","Six-Spot Prickleback","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LCON","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lethops","connectens","Lethops connectens","WoRMS","240723","Kelp Goby, Halfblind Goby","Large groups of juveniles are sometimes encountered in the kelp canopy",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","LCON","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lethops","connectens","Lethops connectens","WoRMS","240723","Kelp Goby, Halfblind Goby","Large groups of juveniles are sometimes encountered in the kelp canopy",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","LDAL","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","dalli","Lythrypnus dalli","WoRMS","281457","Bluebanded Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","LDAL","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","dalli","Lythrypnus dalli","WoRMS","281457","Bluebanded Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
